,Label,Time
3955,truck,0.0142
3956,deer,0.0139
3957,truck,0.0156
3958,ship,0.0157
3959,truck,0.0156
3960,car,0.0153
3961,ship,0.0148
3962,horse,0.0141
3963,truck,0.0149
3964,deer,0.0139
3965,truck,0.0156
3966,deer,0.0148
3967,plane,0.0163
3968,plane,0.0151
3969,bird,0.0165
3970,horse,0.0164
3971,deer,0.0156
3972,deer,0.0151
3973,plane,0.0157
3974,horse,0.0147
3975,plane,0.0142
3976,truck,0.0158
3977,car,0.0143
3978,plane,0.0144
3979,cat,0.0163
3980,truck,0.0149
3981,car,0.0149
3982,dog,0.0154
3983,truck,0.0162
3984,truck,0.0143
3985,cat,0.0154
3986,dog,0.015
3987,plane,0.015
3988,car,0.0151
3989,plane,0.0148
3990,plane,0.0147
3991,truck,0.0162
3992,ship,0.0146
3993,ship,0.0134
3994,truck,0.015
3995,ship,0.0143
3996,horse,0.0151
3997,truck,0.0163
3998,deer,0.0139
3999,car,0.0168
4000,horse,0.0155
4001,ship,0.0138
4002,plane,0.0151
4003,plane,0.0145
4004,truck,0.016
4005,truck,0.0149
4006,dog,0.0142
4007,plane,0.0144
4008,ship,0.0147
4009,dog,0.0162
4010,ship,0.0153
4011,ship,0.0152
4012,dog,0.0147
4013,deer,0.0141
4014,ship,0.0148
4015,car,0.0156
4016,horse,0.0163
4017,deer,0.0156
4018,ship,0.0142
4019,horse,0.0151
4020,dog,0.0151
4021,dog,0.0143
4022,deer,0.0156
4023,car,0.0168
4024,ship,0.0145
4025,truck,0.0151
4026,car,0.0151
4027,deer,0.0158
4028,frog,0.0161
4029,car,0.0141
4030,bird,0.0146
4031,plane,0.0142
4032,deer,0.0148
4033,plane,0.0142
4034,deer,0.0163
4035,deer,0.0144
4036,plane,0.0146
4037,truck,0.0142
4038,frog,0.0151
4039,plane,0.0146
4040,bird,0.0163
4041,deer,0.0162
4042,truck,0.0149
4043,frog,0.0158
4044,bird,0.0154
4045,ship,0.0157
4046,plane,0.0153
4047,truck,0.0163
4048,ship,0.0146
4049,bird,0.0155
4050,truck,0.0156
4051,dog,0.0168
4052,car,0.015
4053,plane,0.0161
4054,ship,0.0143
4055,truck,0.0144
4056,plane,0.0159
4057,frog,0.0151
4058,truck,0.0144
4059,frog,0.0155
4060,deer,0.0163
4061,plane,0.015
4062,plane,0.0144
4063,truck,0.0155
4064,deer,0.0137
4065,truck,0.0147
4066,deer,0.0155
4067,car,0.0142
4068,frog,0.0145
4069,deer,0.0154
4070,plane,0.0145
4071,truck,0.0144
4072,truck,0.0146
4073,bird,0.0151
4074,truck,0.0144
4075,ship,0.0142
4076,frog,0.0142
4077,frog,0.0165
4078,plane,0.0147
4079,car,0.0162
4080,truck,0.0156
4081,dog,0.0164
4082,car,0.0161
4083,truck,0.0141
4084,frog,0.0141
4085,plane,0.0143
4086,dog,0.0139
4087,horse,0.0147
4088,truck,0.0143
4089,truck,0.0152
4090,horse,0.0161
4091,plane,0.0145
4092,deer,0.0159
4093,ship,0.0157
4094,bird,0.0151
4095,dog,0.0146
4096,horse,0.015
4097,truck,0.0142
4098,plane,0.0151
4099,dog,0.0161
4100,deer,0.0156
4101,ship,0.0145
4102,deer,0.0136
4103,deer,0.0157
4104,frog,0.0146
4105,deer,0.0165
4106,truck,0.0139
4107,truck,0.0141
4108,deer,0.0163
4109,ship,0.0161
4110,horse,0.0143
4111,truck,0.0142
4112,horse,0.0146
4113,plane,0.0141
4114,car,0.0148
4115,plane,0.0134
4116,dog,0.0145
4117,ship,0.0155
4118,plane,0.0154
4119,truck,0.0166
4120,truck,0.015
4121,plane,0.0161
4122,truck,0.0157
4123,plane,0.0148
4124,deer,0.0142
4125,plane,0.0151
4126,horse,0.0163
4127,truck,0.0154
4128,truck,0.0146
4129,plane,0.0148
4130,car,0.0143
4131,truck,0.0148
4132,truck,0.0153
4133,frog,0.0166
4134,plane,0.016
4135,truck,0.0164
4136,car,0.015
4137,horse,0.0153
4138,truck,0.0166
4139,ship,0.014
4140,deer,0.0157
4141,truck,0.0151
4142,truck,0.0153
4143,horse,0.015
4144,bird,0.0143
4145,deer,0.0143
4146,truck,0.0153
4147,deer,0.0144
4148,truck,0.0157
4149,bird,0.014
4150,plane,0.0148
4151,deer,0.0135
4152,dog,0.0153
4153,truck,0.016
4154,frog,0.015
4155,frog,0.0152
4156,truck,0.0142
4157,truck,0.0151
4158,plane,0.0159
4159,truck,0.0145
4160,bird,0.0143
4161,bird,0.0145
4162,bird,0.0141
4163,plane,0.0156
4164,car,0.0144
4165,ship,0.0143
4166,frog,0.0144
4167,truck,0.0145
4168,truck,0.0155
4169,frog,0.0144
4170,truck,0.0166
4171,truck,0.0151
4172,bird,0.0151
4173,car,0.0148
4174,truck,0.0144
4175,deer,0.0141
4176,dog,0.0143
4177,bird,0.0157
4178,plane,0.0146
4179,plane,0.0144
4180,bird,0.0148
4181,truck,0.0141
4182,car,0.0162
4183,truck,0.0163
4184,plane,0.015
4185,plane,0.0145
4186,truck,0.0158
4187,car,0.0161
4188,plane,0.0151
4189,bird,0.0151
4190,truck,0.0162
4191,truck,0.0163
4192,frog,0.0141
4193,truck,0.0149
4194,car,0.0159
4195,frog,0.0136
4196,ship,0.0156
4197,deer,0.015
4198,deer,0.015
4199,ship,0.0151
4200,cat,0.014
4201,dog,0.0163
4202,truck,0.0144
4203,cat,0.0141
4204,bird,0.0141
4205,ship,0.0132
4206,ship,0.0152
4207,dog,0.0139
4208,frog,0.0139
4209,car,0.0143
4210,ship,0.0154
4211,horse,0.0161
4212,car,0.014
4213,car,0.0147
4214,bird,0.0146
4215,frog,0.0165
4216,deer,0.0162
4217,deer,0.0155
4218,car,0.0157
4219,plane,0.0153
4220,car,0.0152
4221,car,0.0164
4222,car,0.0153
4223,horse,0.0139
4224,car,0.0162
4225,deer,0.0139
4226,car,0.0152
4227,plane,0.0148
4228,deer,0.0157
4229,truck,0.0137
4230,deer,0.0142
4231,ship,0.0145
4232,car,0.0164
4233,deer,0.0149
4234,horse,0.0136
4235,car,0.0159
4236,deer,0.016
4237,frog,0.0165
4238,deer,0.0142
4239,truck,0.0167
4240,dog,0.0164
4241,ship,0.0166
4242,plane,0.0143
4243,deer,0.0144
4244,frog,0.0149
4245,bird,0.0161
4246,truck,0.0161
4247,deer,0.0157
4248,car,0.0154
4249,deer,0.0146
4250,frog,0.0163
4251,plane,0.0146
4252,frog,0.0154
4253,deer,0.0149
4254,dog,0.0149
4255,truck,0.015
4256,deer,0.0146
4257,plane,0.0151
4258,dog,0.015
4259,plane,0.0166
4260,dog,0.0139
4261,truck,0.0158
4262,frog,0.0138
4263,truck,0.0146
4264,plane,0.0162
4265,deer,0.0141
4266,truck,0.016
4267,plane,0.0146
4268,truck,0.0165
4269,truck,0.0147
4270,plane,0.0158
4271,horse,0.014
4272,plane,0.0163
4273,truck,0.0164
4274,truck,0.0163
4275,dog,0.0153
4276,plane,0.0165
4277,dog,0.0141
4278,plane,0.0151
4279,truck,0.0147
4280,car,0.0145
4281,deer,0.0137
4282,truck,0.0152
4283,deer,0.0151
4284,deer,0.0163
4285,car,0.0147
4286,plane,0.0145
4287,dog,0.0162
4288,car,0.0159
4289,truck,0.0163
4290,dog,0.0155
4291,dog,0.0144
4292,plane,0.0136
4293,deer,0.0142
4294,plane,0.0137
4295,bird,0.0145
4296,truck,0.0149
4297,ship,0.0137
4298,horse,0.0152
4299,truck,0.0142
4300,horse,0.0145
4301,deer,0.0145
4302,deer,0.014
4303,truck,0.0139
4304,truck,0.0151
4305,truck,0.0141
4306,frog,0.0142
4307,truck,0.0172
4308,truck,0.0147
4309,horse,0.0152
4310,truck,0.0168
4311,ship,0.0162
4312,dog,0.0159
4313,car,0.0149
4314,plane,0.0149
4315,plane,0.0155
4316,truck,0.0142
4317,plane,0.0133
4318,horse,0.0147
4319,frog,0.0142
4320,truck,0.0139
4321,plane,0.0144
4322,plane,0.0162
4323,plane,0.0162
4324,truck,0.0141
4325,truck,0.0139
4326,truck,0.0157
4327,truck,0.0161
4328,dog,0.0156
4329,horse,0.0142
4330,plane,0.0148
4331,deer,0.0156
4332,deer,0.0157
4333,horse,0.0144
4334,plane,0.0168
4335,frog,0.0151
4336,plane,0.0149
4337,truck,0.0147
4338,truck,0.0143
4339,horse,0.0149
4340,plane,0.0146
4341,truck,0.0148
4342,plane,0.0156
4343,deer,0.0148
4344,deer,0.0146
4345,truck,0.0145
4346,frog,0.0159
4347,truck,0.0161
4348,horse,0.0146
4349,bird,0.0156
4350,dog,0.0154
4351,truck,0.0148
4352,dog,0.0158
4353,truck,0.0141
4354,bird,0.015
4355,bird,0.0141
4356,truck,0.0141
4357,plane,0.0149
4358,bird,0.0149
4359,dog,0.0153
4360,truck,0.0155
4361,truck,0.0155
4362,horse,0.0156
4363,car,0.0163
4364,deer,0.0144
4365,deer,0.0153
4366,deer,0.0163
4367,dog,0.0164
4368,plane,0.0148
4369,frog,0.0166
4370,truck,0.0166
4371,plane,0.0143
4372,deer,0.0147
4373,frog,0.0165
4374,frog,0.0171
4375,bird,0.0165
4376,frog,0.0164
4377,bird,0.0157
4378,plane,0.0166
4379,bird,0.0144
4380,truck,0.0138
4381,horse,0.0153
4382,deer,0.0169
4383,horse,0.0154
4384,deer,0.0152
4385,frog,0.0156
4386,plane,0.0164
4387,bird,0.0157
4388,plane,0.0162
4389,plane,0.0143
4390,ship,0.0162
4391,truck,0.0156
4392,ship,0.0156
4393,plane,0.0157
4394,plane,0.0157
4395,car,0.0161
4396,ship,0.0174
4397,horse,0.0164
4398,ship,0.0157
4399,deer,0.0164
4400,plane,0.0166
4401,ship,0.0157
4402,plane,0.0177
4403,plane,0.0179
4404,plane,0.0157
4405,deer,0.018
4406,frog,0.0157
4407,dog,0.0168
4408,truck,0.0167
4409,truck,0.0174
4410,bird,0.0157
4411,bird,0.0169
4412,bird,0.0161
4413,truck,0.0165
4414,deer,0.0168
4415,plane,0.0169
4416,truck,0.0157
4417,bird,0.0156
4418,horse,0.0177
4419,ship,0.0165
4420,truck,0.0167
4421,frog,0.0167
4422,truck,0.0162
4423,car,0.0157
4424,plane,0.0169
4425,bird,0.0147
4426,truck,0.0149
4427,truck,0.017
4428,dog,0.0155
4429,plane,0.0176
4430,frog,0.0147
4431,cat,0.0149
4432,bird,0.0177
4433,bird,0.0173
4434,car,0.0154
4435,frog,0.0148
4436,dog,0.0181
4437,deer,0.0157
4438,plane,0.0153
4439,truck,0.015
4440,frog,0.0164
4441,truck,0.0154
4442,bird,0.0171
4443,dog,0.0151
4444,frog,0.0173
4445,car,0.0149
4446,truck,0.0153
4447,dog,0.0149
4448,truck,0.0153
4449,car,0.0143
4450,plane,0.0156
4451,plane,0.0167
4452,truck,0.0154
4453,bird,0.0157
4454,deer,0.0156
4455,bird,0.016
4456,truck,0.0173
4457,ship,0.0174
4458,truck,0.0175
4459,frog,0.0171
4460,frog,0.0157
4461,truck,0.0159
4462,frog,0.0147
4463,frog,0.0154
4464,horse,0.0158
4465,plane,0.0159
4466,car,0.0148
4467,horse,0.017
4468,frog,0.0159
4469,horse,0.0167
4470,bird,0.0158
4471,truck,0.0159
4472,bird,0.0174
4473,cat,0.016
4474,car,0.0157
4475,ship,0.0175
4476,cat,0.0162
4477,plane,0.0167
4478,dog,0.0168
4479,dog,0.0152
4480,truck,0.0169
4481,truck,0.0145
4482,car,0.0172
4483,truck,0.0145
4484,horse,0.0175
4485,deer,0.0172
4486,ship,0.015
4487,dog,0.0163
4488,truck,0.0156
4489,frog,0.0155
4490,car,0.0164
4491,car,0.0159
4492,dog,0.0155
4493,car,0.0165
4494,truck,0.0181
4495,plane,0.0159
4496,frog,0.0141
4497,car,0.0151
4498,plane,0.0147
4499,truck,0.0154
4500,bird,0.0173
4501,bird,0.0153
4502,deer,0.0158
4503,bird,0.0167
4504,ship,0.0155
4505,car,0.015
4506,plane,0.0156
4507,truck,0.0151
4508,car,0.0161
4509,deer,0.0177
4510,plane,0.0157
4511,truck,0.0153
4512,bird,0.0154
4513,ship,0.0155
4514,horse,0.0165
4515,plane,0.0152
4516,ship,0.0167
4517,deer,0.0157
4518,car,0.0161
4519,bird,0.015
4520,truck,0.0169
4521,frog,0.0167
4522,deer,0.0148
4523,ship,0.0146
4524,horse,0.0157
4525,bird,0.0149
4526,deer,0.0144
4527,dog,0.0174
4528,horse,0.0149
4529,deer,0.0141
4530,truck,0.0174
4531,bird,0.0163
4532,bird,0.0154
4533,deer,0.0164
4534,dog,0.017
4535,car,0.0167
4536,cat,0.0149
4537,truck,0.0153
4538,ship,0.0168
4539,deer,0.0149
4540,horse,0.0145
4541,car,0.016
4542,deer,0.0146
4543,deer,0.0158
4544,frog,0.0162
4545,deer,0.0164
4546,plane,0.017
4547,horse,0.0151
4548,horse,0.0146
4549,deer,0.0158
4550,bird,0.0148
4551,car,0.0147
4552,plane,0.0164
4553,deer,0.0159
4554,horse,0.0152
4555,deer,0.0148
4556,cat,0.0161
4557,bird,0.0143
4558,deer,0.0174
4559,car,0.0154
4560,plane,0.0176
4561,deer,0.0147
4562,truck,0.0155
4563,horse,0.0169
4564,cat,0.0144
4565,deer,0.0152
4566,bird,0.0156
4567,truck,0.0145
4568,car,0.0147
4569,dog,0.0158
4570,dog,0.0147
4571,deer,0.0149
4572,cat,0.0158
4573,bird,0.0146
4574,frog,0.0152
4575,ship,0.014
4576,deer,0.0164
4577,horse,0.0154
4578,dog,0.017
4579,cat,0.0172
4580,deer,0.0174
4581,car,0.0154
4582,plane,0.0154
4583,deer,0.0168
4584,plane,0.0155
4585,dog,0.0162
4586,ship,0.0144
4587,dog,0.0154
4588,horse,0.0155
4589,deer,0.0166
4590,bird,0.015
4591,plane,0.015
4592,plane,0.017
4593,horse,0.0157
4594,plane,0.0169
4595,frog,0.0158
4596,deer,0.018
4597,deer,0.0165
4598,dog,0.0158
4599,car,0.0167
4600,deer,0.0168
4601,truck,0.0152
4602,car,0.0175
4603,bird,0.0152
4604,dog,0.0161
4605,bird,0.0148
4606,truck,0.0152
4607,frog,0.0154
4608,plane,0.0155
4609,dog,0.016
4610,deer,0.0148
4611,truck,0.015
4612,truck,0.0148
4613,deer,0.0149
4614,cat,0.0141
4615,deer,0.0161
4616,cat,0.0151
4617,horse,0.0176
4618,car,0.0156
4619,deer,0.0161
4620,plane,0.0147
4621,plane,0.0158
4622,truck,0.0144
4623,car,0.0169
4624,frog,0.0154
4625,dog,0.0161
4626,dog,0.0157
4627,dog,0.0158
4628,ship,0.0155
4629,plane,0.0175
4630,truck,0.0152
4631,dog,0.0152
4632,bird,0.0154
4633,frog,0.0144
4634,plane,0.0153
4635,car,0.016
4636,horse,0.0171
4637,bird,0.0172
4638,plane,0.0152
4639,horse,0.016
4640,horse,0.0148
4641,bird,0.0146
4642,cat,0.0166
4643,plane,0.0151
4644,bird,0.0163
4645,ship,0.0162
4646,bird,0.0174
4647,frog,0.0149
4648,deer,0.0154
4649,plane,0.0149
4650,horse,0.0149
4651,ship,0.0158
4652,ship,0.0169
4653,car,0.0164
4654,dog,0.0148
4655,cat,0.0173
4656,plane,0.016
4657,dog,0.0147
4658,truck,0.0144
4659,dog,0.0156
4660,cat,0.015
4661,horse,0.0166
4662,dog,0.0151
4663,car,0.0167
4664,dog,0.0153
4665,truck,0.0155
4666,plane,0.0167
4667,plane,0.0155
4668,plane,0.0156
4669,bird,0.017
4670,plane,0.0168
4671,horse,0.0147
4672,car,0.0168
4673,dog,0.0152
4674,car,0.0154
4675,horse,0.0156
4676,truck,0.016
4677,bird,0.0147
4678,truck,0.0159
4679,bird,0.0146
4680,truck,0.0149
4681,bird,0.0154
4682,horse,0.0155
4683,plane,0.0139
4684,dog,0.0164
4685,truck,0.0169
4686,deer,0.0151
4687,bird,0.0152
4688,ship,0.0153
4689,bird,0.0164
4690,car,0.017
4691,truck,0.0161
4692,bird,0.0145
4693,truck,0.0151
4694,dog,0.0148
4695,deer,0.0155
4696,plane,0.0157
4697,bird,0.0158
4698,frog,0.015
4699,deer,0.0165
4700,plane,0.0149
4701,deer,0.015
4702,bird,0.0148
4703,horse,0.0146
4704,ship,0.0147
4705,deer,0.0152
4706,deer,0.0149
4707,plane,0.0154
4708,truck,0.0166
4709,plane,0.0151
4710,plane,0.0148
4711,cat,0.0149
4712,bird,0.0159
4713,dog,0.0156
4714,bird,0.0149
4715,deer,0.0141
4716,car,0.0152
4717,ship,0.0163
4718,cat,0.0152
4719,ship,0.0155
4720,truck,0.015
4721,bird,0.016
4722,truck,0.017
4723,deer,0.0152
4724,car,0.0158
4725,horse,0.0157
4726,plane,0.0157
4727,horse,0.0149
4728,truck,0.0154
4729,plane,0.0148
4730,frog,0.0139
4731,deer,0.0145
4732,deer,0.0137
4733,truck,0.0154
4734,plane,0.0166
4735,car,0.0167
4736,car,0.0148
4737,plane,0.0167
4738,frog,0.0169
4739,horse,0.015
4740,ship,0.0164
4741,plane,0.0164
4742,frog,0.0178
4743,truck,0.0156
4744,frog,0.0149
4745,truck,0.0143
4746,car,0.0162
4747,truck,0.0154
4748,ship,0.0151
4749,plane,0.0153
4750,deer,0.0151
4751,dog,0.0158
4752,deer,0.0148
4753,plane,0.0148
4754,bird,0.0158
4755,plane,0.0167
4756,dog,0.0156
4757,horse,0.0166
4758,truck,0.0151
4759,truck,0.0156
4760,horse,0.0148
4761,bird,0.0161
4762,ship,0.0156
4763,car,0.0153
4764,plane,0.0146
4765,ship,0.016
4766,car,0.0165
4767,truck,0.0145
4768,truck,0.0149
4769,plane,0.0148
4770,plane,0.016
4771,bird,0.0151
4772,plane,0.0167
4773,frog,0.0169
4774,ship,0.0149
4775,plane,0.0171
4776,truck,0.0148
4777,plane,0.0164
4778,ship,0.0176
4779,horse,0.0147
4780,truck,0.0147
4781,deer,0.0148
4782,truck,0.0158
4783,horse,0.0148
4784,cat,0.0154
4785,truck,0.0164
4786,plane,0.0168
4787,bird,0.0149
4788,bird,0.0155
4789,plane,0.0148
4790,plane,0.0145
4791,bird,0.0163
4792,truck,0.0157
4793,deer,0.0152
4794,truck,0.0156
4795,bird,0.0158
4796,deer,0.0148
4797,plane,0.0168
4798,deer,0.0169
4799,deer,0.0152
4800,car,0.0158
4801,bird,0.0166
4802,bird,0.0141
4803,horse,0.0164
4804,truck,0.0147
4805,plane,0.0181
4806,plane,0.0174
4807,frog,0.0149
4808,bird,0.0146
4809,deer,0.0166
4810,truck,0.0163
4811,ship,0.0156
4812,deer,0.0179
4813,ship,0.0171
4814,horse,0.0172
4815,truck,0.016
4816,cat,0.0171
4817,horse,0.0173
4818,cat,0.0166
4819,plane,0.0163
4820,deer,0.0162
4821,car,0.016
4822,deer,0.0176
4823,bird,0.0155
4824,truck,0.0171
4825,plane,0.0157
4826,bird,0.0168
4827,frog,0.0167
4828,bird,0.0159
4829,bird,0.0167
4830,bird,0.0152
4831,car,0.0173
4832,frog,0.0175
4833,ship,0.0168
4834,bird,0.0157
4835,bird,0.0158
4836,truck,0.0157
4837,horse,0.0151
4838,truck,0.0159
4839,truck,0.0149
4840,plane,0.0151
4841,car,0.0157
4842,horse,0.0158
4843,truck,0.0146
4844,plane,0.0153
4845,ship,0.0165
4846,truck,0.0149
4847,bird,0.017
4848,deer,0.0151
4849,horse,0.0169
4850,horse,0.0153
4851,horse,0.0158
4852,cat,0.0153
4853,truck,0.0159
4854,bird,0.0148
4855,cat,0.0146
4856,bird,0.0148
4857,horse,0.0152
4858,cat,0.015
4859,bird,0.0154
4860,truck,0.015
4861,car,0.0155
4862,deer,0.0157
4863,plane,0.0167
4864,truck,0.0146
4865,plane,0.0142
4866,truck,0.0154
4867,truck,0.0154
4868,frog,0.0166
4869,deer,0.0158
4870,frog,0.016
4871,deer,0.0169
4872,truck,0.0149
4873,deer,0.0151
4874,frog,0.0168
4875,deer,0.0152
4876,deer,0.0171
4877,plane,0.017
4878,deer,0.0151
4879,cat,0.0151
4880,cat,0.0165
4881,dog,0.0149
4882,ship,0.0164
4883,dog,0.0146
4884,horse,0.0156
4885,plane,0.0157
4886,cat,0.0173
4887,dog,0.0154
4888,plane,0.0175
4889,bird,0.0169
4890,frog,0.0152
4891,frog,0.0165
4892,deer,0.0163
4893,car,0.0157
4894,car,0.0174
4895,bird,0.0154
4896,car,0.0153
4897,bird,0.0149
4898,dog,0.0165
4899,truck,0.0172
4900,deer,0.0166
4901,bird,0.017
4902,bird,0.0159
4903,plane,0.0173
4904,car,0.0168
4905,dog,0.0152
4906,plane,0.0171
4907,frog,0.0165
4908,deer,0.017
4909,plane,0.0153
4910,car,0.0156
4911,frog,0.0148
4912,cat,0.0153
4913,frog,0.0173
4914,plane,0.0169
4915,truck,0.0171
4916,truck,0.0154
4917,plane,0.0153
4918,frog,0.016
4919,frog,0.0162
4920,deer,0.0157
4921,deer,0.0161
4922,deer,0.0148
4923,deer,0.0154
4924,deer,0.0149
4925,car,0.0151
4926,bird,0.015
4927,car,0.015
4928,truck,0.017
4929,bird,0.0158
4930,plane,0.0161
4931,deer,0.0161
4932,bird,0.0148
4933,deer,0.0166
4934,horse,0.0155
4935,frog,0.0149
4936,truck,0.016
4937,bird,0.0147
4938,deer,0.015
4939,plane,0.0145
4940,deer,0.015
4941,truck,0.0164
4942,deer,0.0152
4943,deer,0.0159
4944,dog,0.0144
4945,ship,0.0173
4946,horse,0.0152
4947,deer,0.0151
4948,plane,0.0165
4949,frog,0.0166
4950,deer,0.0166
4951,horse,0.0167
4952,deer,0.016
4953,deer,0.0174
4954,truck,0.0156
4955,bird,0.0161
4956,bird,0.0163
4957,car,0.0149
4958,frog,0.015
4959,horse,0.0168
4960,plane,0.0167
4961,frog,0.0161
4962,bird,0.0153
4963,truck,0.0153
4964,truck,0.0149
4965,frog,0.0166
4966,truck,0.0159
4967,frog,0.017
4968,car,0.015
4969,dog,0.0167
4970,horse,0.0153
4971,ship,0.0152
4972,truck,0.0156
4973,plane,0.0171
4974,cat,0.0157
4975,deer,0.0146
4976,dog,0.0156
4977,truck,0.0151
4978,plane,0.0157
4979,ship,0.0166
4980,plane,0.0161
4981,dog,0.0167
4982,car,0.0154
4983,cat,0.017
4984,truck,0.0147
4985,dog,0.0153
4986,horse,0.0148
4987,ship,0.0158
4988,deer,0.014
4989,cat,0.016
4990,deer,0.017
4991,horse,0.0162
4992,truck,0.014
4993,truck,0.0155
4994,plane,0.0164
4995,dog,0.0157
4996,deer,0.0148
4997,deer,0.0165
4998,frog,0.0155
4999,bird,0.0171
5000,deer,0.0159
5001,bird,0.0149
5002,deer,0.017
5003,plane,0.0158
5004,plane,0.0171
5005,dog,0.0157
5006,car,0.0164
5007,frog,0.0155
5008,bird,0.0152
5009,car,0.0161
5010,frog,0.0143
5011,frog,0.0146
5012,dog,0.0148
5013,truck,0.0161
5014,plane,0.0153
5015,bird,0.0162
5016,frog,0.0145
5017,plane,0.0152
5018,deer,0.0151
5019,plane,0.0172
5020,dog,0.0167
5021,car,0.0153
5022,plane,0.0158
5023,truck,0.016
5024,cat,0.0152
5025,frog,0.0139
5026,car,0.0149
5027,frog,0.0155
5028,plane,0.0155
5029,horse,0.0164
5030,car,0.0173
5031,truck,0.016
5032,plane,0.0153
5033,plane,0.0147
5034,deer,0.0162
5035,car,0.0145
5036,ship,0.0154
5037,plane,0.0147
5038,deer,0.0142
5039,deer,0.0149
5040,truck,0.0158
5041,truck,0.0146
5042,horse,0.0165
5043,deer,0.0167
5044,deer,0.0158
5045,truck,0.0152
5046,ship,0.0155
5047,plane,0.0147
5048,truck,0.0173
5049,horse,0.0146
5050,plane,0.0148
5051,dog,0.0169
5052,frog,0.0167
5053,bird,0.0152
5054,cat,0.0148
5055,bird,0.0171
5056,cat,0.0157
5057,frog,0.0158
5058,frog,0.0167
5059,frog,0.0149
5060,dog,0.0164
5061,bird,0.0172
5062,bird,0.0148
5063,deer,0.0168
5064,ship,0.0147
5065,deer,0.0171
5066,plane,0.0151
5067,bird,0.0157
5068,dog,0.0144
5069,horse,0.0144
5070,frog,0.0167
5071,dog,0.0148
5072,cat,0.015
5073,plane,0.0146
5074,truck,0.0169
5075,dog,0.0167
5076,deer,0.0157
5077,cat,0.0169
5078,car,0.0163
5079,horse,0.0172
5080,deer,0.0158
5081,dog,0.016
5082,plane,0.0162
5083,dog,0.0169
5084,truck,0.0156
5085,dog,0.0156
5086,deer,0.0151
5087,deer,0.0169
5088,ship,0.0151
5089,dog,0.0144
5090,truck,0.0141
5091,car,0.0146
5092,bird,0.0147
5093,dog,0.0157
5094,horse,0.0169
5095,cat,0.0142
5096,plane,0.0153
5097,bird,0.0168
5098,frog,0.0172
5099,ship,0.0157
5100,plane,0.0172
5101,car,0.0154
5102,frog,0.0144
5103,truck,0.0162
5104,bird,0.0147
5105,frog,0.0145
5106,cat,0.0148
5107,cat,0.0152
5108,deer,0.0151
5109,truck,0.0154
5110,horse,0.0165
5111,plane,0.0145
5112,ship,0.017
5113,horse,0.0167
5114,horse,0.0148
5115,frog,0.0143
5116,plane,0.0156
5117,horse,0.0154
5118,plane,0.017
5119,truck,0.0149
5120,plane,0.0144
5121,dog,0.0148
5122,deer,0.0153
5123,deer,0.016
5124,horse,0.015
5125,deer,0.0153
5126,frog,0.0156
5127,deer,0.0154
5128,car,0.0152
5129,car,0.0141
5130,cat,0.0169
5131,car,0.0168
5132,truck,0.0152
5133,car,0.0154
5134,plane,0.0159
5135,frog,0.0146
5136,truck,0.017
5137,dog,0.0153
5138,horse,0.0145
5139,deer,0.016
5140,deer,0.0151
5141,cat,0.0172
5142,ship,0.0168
5143,dog,0.0152
5144,horse,0.0158
5145,plane,0.015
5146,plane,0.0152
5147,dog,0.0169
5148,horse,0.0161
5149,dog,0.0143
5150,cat,0.0152
5151,dog,0.0152
5152,horse,0.0171
5153,car,0.0143
5154,frog,0.0152
5155,plane,0.0152
5156,truck,0.0143
5157,deer,0.0145
5158,bird,0.0152
5159,car,0.0147
5160,horse,0.015
5161,plane,0.0151
5162,truck,0.0149
5163,car,0.0157
5164,cat,0.0169
5165,horse,0.0142
5166,deer,0.0152
5167,ship,0.015
5168,deer,0.0148
5169,horse,0.0159
5170,car,0.015
5171,truck,0.0152
5172,ship,0.0154
5173,truck,0.0168
5174,horse,0.0158
5175,truck,0.015
5176,horse,0.0149
5177,deer,0.0165
5178,horse,0.0147
5179,frog,0.0157
5180,bird,0.0162
5181,plane,0.0168
5182,horse,0.0151
5183,horse,0.0159
5184,plane,0.0151
5185,horse,0.0169
5186,car,0.0166
5187,ship,0.0165
5188,horse,0.0145
5189,deer,0.0156
5190,horse,0.0169
5191,cat,0.0166
5192,truck,0.0169
5193,ship,0.0159
5194,ship,0.0149
5195,plane,0.0174
5196,bird,0.0155
5197,cat,0.0148
5198,car,0.0146
5199,deer,0.0154
5200,bird,0.0147
5201,truck,0.0149
5202,deer,0.0145
5203,deer,0.0145
5204,plane,0.0168
5205,truck,0.0148
5206,ship,0.0149
5207,bird,0.0153
5208,ship,0.017
5209,horse,0.0147
5210,deer,0.015
5211,dog,0.0166
5212,frog,0.0143
5213,ship,0.016
5214,truck,0.0161
5215,plane,0.0157
5216,bird,0.0168
5217,deer,0.0156
5218,dog,0.0146
5219,frog,0.017
5220,truck,0.0157
5221,frog,0.0168
5222,deer,0.0159
5223,car,0.0161
5224,deer,0.0151
5225,cat,0.0154
5226,ship,0.0169
5227,bird,0.0155
5228,bird,0.0151
5229,plane,0.0163
5230,deer,0.0158
5231,deer,0.016
5232,deer,0.0179
5233,car,0.0161
5234,plane,0.0144
5235,bird,0.0149
5236,frog,0.0155
5237,dog,0.0153
5238,truck,0.0164
5239,deer,0.0148
5240,truck,0.0162
5241,bird,0.0158
5242,bird,0.0148
5243,dog,0.015
5244,cat,0.0157
5245,dog,0.0142
5246,horse,0.0149
